"country","iso3c","year","gdp_pc_ppp"
"Africa Eastern and Southern","AFE","2024","4635.7882240455"
"Africa Eastern and Southern","AFE","2023","4501.6011005616"
"Africa Eastern and Southern","AFE","2022","4369.19105632365"
"Africa Eastern and Southern","AFE","2021","4028.37650387745"
"Africa Eastern and Southern","AFE","2020","3708.09464929946"
"Africa Eastern and Southern","AFE","2019","3801.41318342956"
"Africa Eastern and Southern","AFE","2018","3723.21642264024"
"Africa Eastern and Southern","AFE","2017","3837.7263749346"
"Africa Eastern and Southern","AFE","2016","3634.44167346493"
"Africa Eastern and Southern","AFE","2015","3539.81550607078"
"Africa Western and Central","AFW","2024","6815.99096115117"
"Africa Western and Central","AFW","2023","6520.28031254058"
"Africa Western and Central","AFW","2022","6220.12287462026"
"Africa Western and Central","AFW","2021","5690.96774324307"
"Africa Western and Central","AFW","2020","5414.04254032674"
"Africa Western and Central","AFW","2019","5484.24941762408"
"Africa Western and Central","AFW","2018","5179.3599900769"
"Africa Western and Central","AFW","2017","5026.648499102"
"Africa Western and Central","AFW","2016","4965.33022911623"
"Africa Western and Central","AFW","2015","5056.73943872822"
"Arab World","ARB","2024","18870.3148110507"
"Arab World","ARB","2023","18488.7415611006"
"Arab World","ARB","2022","17956.1315624334"
"Arab World","ARB","2021","16026.6357038322"
"Arab World","ARB","2020","14309.3928069443"
"Arab World","ARB","2019","15746.0048842039"
"Arab World","ARB","2018","15558.1307966245"
"Arab World","ARB","2017","14473.336384684"
"Arab World","ARB","2016","13860.6633153292"
"Arab World","ARB","2015","14332.866212073"
"Caribbean small states","CSS","2024","38624.0605441698"
"Caribbean small states","CSS","2023","32868.2089967349"
"Caribbean small states","CSS","2022","28974.9965495457"
"Caribbean small states","CSS","2021","23493.3054375431"
"Caribbean small states","CSS","2020","20161.685964893"
"Caribbean small states","CSS","2019","22157.0018835044"
"Caribbean small states","CSS","2018","21259.2795158966"
"Caribbean small states","CSS","2017","20762.5365878571"
"Caribbean small states","CSS","2016","19975.9021318883"
"Caribbean small states","CSS","2015","20632.3376851645"
"Central Europe and the Baltics","CEB","2024","50487.3304819118"
"Central Europe and the Baltics","CEB","2023","47989.0336580339"
"Central Europe and the Baltics","CEB","2022","45290.5666614934"
"Central Europe and the Baltics","CEB","2021","40122.4708640722"
"Central Europe and the Baltics","CEB","2020","36454.2256390131"
"Central Europe and the Baltics","CEB","2019","35861.6938022331"
"Central Europe and the Baltics","CEB","2018","32302.3729630334"
"Central Europe and the Baltics","CEB","2017","29977.3398146721"
"Central Europe and the Baltics","CEB","2016","27864.3332126273"
"Central Europe and the Baltics","CEB","2015","26201.3303598372"
"Early-demographic dividend","EAR","2024","13995.4055576952"
"Early-demographic dividend","EAR","2023","13251.6405875685"
"Early-demographic dividend","EAR","2022","12274.9678650021"
"Early-demographic dividend","EAR","2021","10813.1164187462"
"Early-demographic dividend","EAR","2020","9683.17629056452"
"Early-demographic dividend","EAR","2019","9940.08715518173"
"Early-demographic dividend","EAR","2018","9604.81221760973"
"Early-demographic dividend","EAR","2017","9114.43760787062"
"Early-demographic dividend","EAR","2016","8635.17494924391"
"Early-demographic dividend","EAR","2015","8319.91351524904"
"East Asia & Pacific","EAS","2024","27285.2112349993"
"East Asia & Pacific","EAS","2023","25623.4876925682"
"East Asia & Pacific","EAS","2022","23692.0109735948"
"East Asia & Pacific","EAS","2021","21508.4957629882"
"East Asia & Pacific","EAS","2020","19381.2183978039"
"East Asia & Pacific","EAS","2019","19051.2740202446"
"East Asia & Pacific","EAS","2018","17964.5548011966"
"East Asia & Pacific","EAS","2017","16840.9398808658"
"East Asia & Pacific","EAS","2016","16050.8829878284"
"East Asia & Pacific","EAS","2015","15476.3169877819"
"East Asia & Pacific (excluding high income)","EAP","2024","23248.0251794368"
"East Asia & Pacific (excluding high income)","EAP","2023","21666.586245648"
"East Asia & Pacific (excluding high income)","EAP","2022","19926.1047343008"
"East Asia & Pacific (excluding high income)","EAP","2021","17966.232211586"
"East Asia & Pacific (excluding high income)","EAP","2020","16013.6575331545"
"East Asia & Pacific (excluding high income)","EAP","2019","15683.0628928641"
"East Asia & Pacific (excluding high income)","EAP","2018","14588.4749522605"
"East Asia & Pacific (excluding high income)","EAP","2017","13488.3932519376"
"East Asia & Pacific (excluding high income)","EAP","2016","12741.9933829132"
"East Asia & Pacific (excluding high income)","EAP","2015","12146.381246446"
"East Asia & Pacific (IDA & IBRD countries)","TEA","2024","23509.7241651154"
"East Asia & Pacific (IDA & IBRD countries)","TEA","2023","21910.1107554067"
"East Asia & Pacific (IDA & IBRD countries)","TEA","2022","20149.6883288908"
"East Asia & Pacific (IDA & IBRD countries)","TEA","2021","18167.5298896498"
"East Asia & Pacific (IDA & IBRD countries)","TEA","2020","16192.9997759835"
"East Asia & Pacific (IDA & IBRD countries)","TEA","2019","15858.8609806639"
"East Asia & Pacific (IDA & IBRD countries)","TEA","2018","14752.2703599872"
"East Asia & Pacific (IDA & IBRD countries)","TEA","2017","13640.2006416112"
"East Asia & Pacific (IDA & IBRD countries)","TEA","2016","12885.8931191671"
"East Asia & Pacific (IDA & IBRD countries)","TEA","2015","12283.9743407011"
"Euro area","EMU","2024","66097.0207220176"
"Euro area","EMU","2023","64036.3243961557"
"Euro area","EMU","2022","60990.0364610388"
"Euro area","EMU","2021","54187.8852814181"
"Euro area","EMU","2020","49691.2942669152"
"Euro area","EMU","2019","51240.6984179571"
"Euro area","EMU","2018","47721.5392432291"
"Euro area","EMU","2017","45803.086939268"
"Euro area","EMU","2016","43704.8506703575"
"Euro area","EMU","2015","41210.9174110231"
"Europe & Central Asia","ECS","2024","52463.146580384"
"Europe & Central Asia","ECS","2023","50252.4490126679"
"Europe & Central Asia","ECS","2022","47640.0487461793"
"Europe & Central Asia","ECS","2021","42315.3860874903"
"Europe & Central Asia","ECS","2020","38031.3703932963"
"Europe & Central Asia","ECS","2019","38545.9806349752"
"Europe & Central Asia","ECS","2018","35921.0135977486"
"Europe & Central Asia","ECS","2017","34200.0159773216"
"Europe & Central Asia","ECS","2016","32453.9139931425"
"Europe & Central Asia","ECS","2015","31036.6270972464"
"Europe & Central Asia (excluding high income)","ECA","2024","29333.2558966594"
"Europe & Central Asia (excluding high income)","ECA","2023","27541.8246833293"
"Europe & Central Asia (excluding high income)","ECA","2022","25117.9927611835"
"Europe & Central Asia (excluding high income)","ECA","2021","22121.8258332363"
"Europe & Central Asia (excluding high income)","ECA","2020","19787.1074998899"
"Europe & Central Asia (excluding high income)","ECA","2019","19465.5383031572"
"Europe & Central Asia (excluding high income)","ECA","2018","18319.4162646499"
"Europe & Central Asia (excluding high income)","ECA","2017","17661.7868732813"
"Europe & Central Asia (excluding high income)","ECA","2016","16677.5895418526"
"Europe & Central Asia (excluding high income)","ECA","2015","16078.5046699097"
"Europe & Central Asia (IDA & IBRD countries)","TEC","2024","38139.1215730346"
"Europe & Central Asia (IDA & IBRD countries)","TEC","2023","35796.1155604848"
"Europe & Central Asia (IDA & IBRD countries)","TEC","2022","33015.0576725036"
"Europe & Central Asia (IDA & IBRD countries)","TEC","2021","29887.2836538263"
"Europe & Central Asia (IDA & IBRD countries)","TEC","2020","25836.4042607045"
"Europe & Central Asia (IDA & IBRD countries)","TEC","2019","25405.645073232"
"Europe & Central Asia (IDA & IBRD countries)","TEC","2018","23537.7557641473"
"Europe & Central Asia (IDA & IBRD countries)","TEC","2017","21964.7124020384"
"Europe & Central Asia (IDA & IBRD countries)","TEC","2016","20564.2096401326"
"Europe & Central Asia (IDA & IBRD countries)","TEC","2015","19994.3530093688"
"European Union","EUU","2024","63585.4051981695"
"European Union","EUU","2023","61368.1097230199"
"European Union","EUU","2022","58483.7060713344"
"European Union","EUU","2021","51969.9654059153"
"European Union","EUU","2020","47566.4877983154"
"European Union","EUU","2019","48583.5788891978"
"European Union","EUU","2018","45021.8469693059"
"European Union","EUU","2017","43027.5144476906"
"European Union","EUU","2016","40899.5656413234"
"European Union","EUU","2015","38548.9260082937"
"Fragile and conflict affected situations","FCS","2024","6394.56591330945"
"Fragile and conflict affected situations","FCS","2023","6234.09052638352"
"Fragile and conflict affected situations","FCS","2022","5994.67753109439"
"Fragile and conflict affected situations","FCS","2021","5760.78191095204"
"Fragile and conflict affected situations","FCS","2020","5457.88046784717"
"Fragile and conflict affected situations","FCS","2019","5650.70882540215"
"Fragile and conflict affected situations","FCS","2018","5415.62986634778"
"Fragile and conflict affected situations","FCS","2017","5261.51763264735"
"Fragile and conflict affected situations","FCS","2016","4985.12680271545"
"Fragile and conflict affected situations","FCS","2015","4942.52579018812"
"Heavily indebted poor countries (HIPC)","HPC","2024","3611.76258813976"
"Heavily indebted poor countries (HIPC)","HPC","2023","3449.70857928077"
"Heavily indebted poor countries (HIPC)","HPC","2022","3310.58112579977"
"Heavily indebted poor countries (HIPC)","HPC","2021","3035.06077004993"
"Heavily indebted poor countries (HIPC)","HPC","2020","2816.02947421959"
"Heavily indebted poor countries (HIPC)","HPC","2019","2819.51203606082"
"Heavily indebted poor countries (HIPC)","HPC","2018","2694.07640998235"
"Heavily indebted poor countries (HIPC)","HPC","2017","2589.60012586334"
"Heavily indebted poor countries (HIPC)","HPC","2016","2502.77278365873"
"Heavily indebted poor countries (HIPC)","HPC","2015","2407.82253135236"
"IBRD only","IBD","2024","21125.5295962749"
"IBRD only","IBD","2023","19833.3049201231"
"IBRD only","IBD","2022","18299.61832655"
"IBRD only","IBD","2021","16457.4028746827"
"IBRD only","IBD","2020","14582.3073504821"
"IBRD only","IBD","2019","14534.9262432671"
"IBRD only","IBD","2018","13717.0427142915"
"IBRD only","IBD","2017","12816.6612232485"
"IBRD only","IBD","2016","12150.5171600068"
"IBRD only","IBD","2015","11696.7014050383"
"IDA & IBRD total","IBT","2024","16789.1368628921"
"IDA & IBRD total","IBT","2023","15834.6785727655"
"IDA & IBRD total","IBT","2022","14703.1017925182"
"IDA & IBRD total","IBT","2021","13279.4102920713"
"IDA & IBRD total","IBT","2020","11867.4047044233"
"IDA & IBRD total","IBT","2019","11860.4025413635"
"IDA & IBRD total","IBT","2018","11229.9611036069"
"IDA & IBRD total","IBT","2017","10550.9378213364"
"IDA & IBRD total","IBT","2016","10027.0010010095"
"IDA & IBRD total","IBT","2015","9682.38025122366"
"IDA blend","IDB","2024","7631.62285195617"
"IDA blend","IDB","2023","7301.41287406728"
"IDA blend","IDB","2022","6994.2427729342"
"IDA blend","IDB","2021","6358.44134848704"
"IDA blend","IDB","2020","6011.88481903651"
"IDA blend","IDB","2019","6061.37099108251"
"IDA blend","IDB","2018","5808.87282952887"
"IDA blend","IDB","2017","5794.37026076309"
"IDA blend","IDB","2016","5487.19711416762"
"IDA blend","IDB","2015","5466.86233756788"
"IDA only","IDX","2024","4697.56142203104"
"IDA only","IDX","2023","4484.0573049152"
"IDA only","IDX","2022","4276.6465402745"
"IDA only","IDX","2021","3909.4907910926"
"IDA only","IDX","2020","3648.26068626252"
"IDA only","IDX","2019","3604.33416147901"
"IDA only","IDX","2018","3414.26345136"
"IDA only","IDX","2017","3198.1536881154"
"IDA only","IDX","2016","3063.83486696593"
"IDA only","IDX","2015","2917.54107406588"
"IDA total","IDA","2024","5710.14462861054"
"IDA total","IDA","2023","5459.15149707535"
"IDA total","IDA","2022","5219.70345539381"
"IDA total","IDA","2021","4760.4421186649"
"IDA total","IDA","2020","4471.41030039108"
"IDA total","IDA","2019","4462.59238622799"
"IDA total","IDA","2018","4252.99729813069"
"IDA total","IDA","2017","4111.12734168174"
"IDA total","IDA","2016","3917.10147164516"
"IDA total","IDA","2015","3818.71098310167"
"Late-demographic dividend","LTE","2024","28317.7912539744"
"Late-demographic dividend","LTE","2023","26461.845974943"
"Late-demographic dividend","LTE","2022","24509.735419639"
"Late-demographic dividend","LTE","2021","22189.5949316763"
"Late-demographic dividend","LTE","2020","19505.7188725301"
"Late-demographic dividend","LTE","2019","19217.8163474555"
"Late-demographic dividend","LTE","2018","17904.9431960445"
"Late-demographic dividend","LTE","2017","16562.7665581165"
"Late-demographic dividend","LTE","2016","15659.9994446309"
"Late-demographic dividend","LTE","2015","15136.8451869343"
"Latin America & Caribbean","LCN","2024","23104.5519806078"
"Latin America & Caribbean","LCN","2023","22091.9909742258"
"Latin America & Caribbean","LCN","2022","20842.0307149293"
"Latin America & Caribbean","LCN","2021","18694.1407748025"
"Latin America & Caribbean","LCN","2020","16660.4622202066"
"Latin America & Caribbean","LCN","2019","17323.0966835133"
"Latin America & Caribbean","LCN","2018","16898.4425810925"
"Latin America & Caribbean","LCN","2017","16199.1118984474"
"Latin America & Caribbean","LCN","2016","15549.131984903"
"Latin America & Caribbean","LCN","2015","15285.77124436"
"Latin America & Caribbean (excluding high income)","LAC","2024","21961.1900211742"
"Latin America & Caribbean (excluding high income)","LAC","2023","21091.6097448769"
"Latin America & Caribbean (excluding high income)","LAC","2022","19941.4872916526"
"Latin America & Caribbean (excluding high income)","LAC","2021","17874.2749394029"
"Latin America & Caribbean (excluding high income)","LAC","2020","15959.7861953863"
"Latin America & Caribbean (excluding high income)","LAC","2019","16606.5285731314"
"Latin America & Caribbean (excluding high income)","LAC","2018","16248.3464217808"
"Latin America & Caribbean (excluding high income)","LAC","2017","15582.8343364327"
"Latin America & Caribbean (excluding high income)","LAC","2016","14975.9160775258"
"Latin America & Caribbean (excluding high income)","LAC","2015","14758.7943347023"
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","2024","22984.6879888508"
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","2023","21983.7516896603"
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","2022","20740.5917002877"
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","2021","18606.9346826623"
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","2020","16581.5773349384"
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","2019","17245.5583162874"
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","2018","16834.6734570696"
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","2017","16138.7965758949"
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","2016","15481.5107131757"
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","2015","15215.4612293471"
"Least developed countries: UN classification","LDC","2024","4463.99564225243"
"Least developed countries: UN classification","LDC","2023","4286.72070784438"
"Least developed countries: UN classification","LDC","2022","4096.33828281235"
"Least developed countries: UN classification","LDC","2021","3724.95262292927"
"Least developed countries: UN classification","LDC","2020","3495.2109398591"
"Least developed countries: UN classification","LDC","2019","3440.05379061737"
"Least developed countries: UN classification","LDC","2018","3241.55828521514"
"Least developed countries: UN classification","LDC","2017","3018.91866774615"
"Least developed countries: UN classification","LDC","2016","2891.58480902358"
"Least developed countries: UN classification","LDC","2015","2764.44106796674"
"Low & middle income","LMY","2024","15795.1303233276"
"Low & middle income","LMY","2023","14898.6485669954"
"Low & middle income","LMY","2022","13817.1392007064"
"Low & middle income","LMY","2021","12435.8668400966"
"Low & middle income","LMY","2020","11167.7999000381"
"Low & middle income","LMY","2019","11166.2037138118"
"Low & middle income","LMY","2018","10596.609316186"
"Low & middle income","LMY","2017","9973.33534562207"
"Low & middle income","LMY","2016","9491.34781860713"
"Low & middle income","LMY","2015","9150.40340839136"
"Middle East, North Africa, Afghanistan & Pakistan","MEA","2024","16261.9453885649"
"Middle East, North Africa, Afghanistan & Pakistan","MEA","2023","15802.6631979548"
"Middle East, North Africa, Afghanistan & Pakistan","MEA","2022","15194.3820682235"
"Middle East, North Africa, Afghanistan & Pakistan","MEA","2021","13569.5961098198"
"Middle East, North Africa, Afghanistan & Pakistan","MEA","2020","12299.8944423281"
"Middle East, North Africa, Afghanistan & Pakistan","MEA","2019","12982.6473658687"
"Middle East, North Africa, Afghanistan & Pakistan","MEA","2018","12968.3870489515"
"Middle East, North Africa, Afghanistan & Pakistan","MEA","2017","12280.1930541163"
"Middle East, North Africa, Afghanistan & Pakistan","MEA","2016","11755.3957427404"
"Middle East, North Africa, Afghanistan & Pakistan","MEA","2015","11847.3570778017"
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)","MNA","2024","11220.6069981166"
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)","MNA","2023","10869.5026341704"
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)","MNA","2022","10374.6101051222"
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)","MNA","2021","9412.55914393398"
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)","MNA","2020","8889.59885114143"
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)","MNA","2019","8763.98975936718"
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)","MNA","2018","8745.3274271153"
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)","MNA","2017","8408.9297885017"
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)","MNA","2016","8078.92886842476"
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)","MNA","2015","7969.62835995104"
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)","TMN","2024","11271.5643550071"
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)","TMN","2023","10905.7472983672"
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)","TMN","2022","10405.4739425934"
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)","TMN","2021","9439.85809603556"
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)","TMN","2020","8910.90985869479"
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)","TMN","2019","8780.3994062727"
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)","TMN","2018","8763.5289789876"
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)","TMN","2017","8425.40895279855"
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)","TMN","2016","8093.35902888619"
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)","TMN","2015","7985.23893078892"
"Middle income","MIC","2024","17212.4680594702"
"Middle income","MIC","2023","16203.7273886376"
"Middle income","MIC","2022","14990.8726240725"
"Middle income","MIC","2021","13466.4888753658"
"Middle income","MIC","2020","12068.1807819308"
"Middle income","MIC","2019","12046.7747351378"
"Middle income","MIC","2018","11412.4322536256"
"Middle income","MIC","2017","10723.6794215767"
"Middle income","MIC","2016","10188.4621301508"
"Middle income","MIC","2015","9812.25508199827"
"North America","NAC","2024","83521.8385798973"
"North America","NAC","2023","80387.021822965"
"North America","NAC","2022","76412.9988703282"
"North America","NAC","2021","69833.4948761015"
"North America","NAC","2020","62778.6348403293"
"North America","NAC","2019","63726.4133389726"
"North America","NAC","2018","61572.5505918721"
"North America","NAC","2017","58871.9595951654"
"North America","NAC","2016","56828.1260389573"
"North America","NAC","2015","55636.5538462562"
"OECD members","OED","2024","61972.8881275386"
"OECD members","OED","2023","59701.2937485839"
"OECD members","OED","2022","56824.6193173167"
"OECD members","OED","2021","50955.6018382245"
"OECD members","OED","2020","46576.4539199176"
"OECD members","OED","2019","47429.2920302938"
"OECD members","OED","2018","45413.544831542"
"OECD members","OED","2017","43720.6548595413"
"OECD members","OED","2016","42086.578445322"
"OECD members","OED","2015","40696.1257986923"
"Other small states","OSS","2024","29352.5557509486"
"Other small states","OSS","2023","28037.0871693725"
"Other small states","OSS","2022","26359.4410792879"
"Other small states","OSS","2021","23596.4033747237"
"Other small states","OSS","2020","21293.9282232885"
"Other small states","OSS","2019","22389.6552727844"
"Other small states","OSS","2018","20713.5159474599"
"Other small states","OSS","2017","19670.0015347821"
"Other small states","OSS","2016","18472.7188232046"
"Other small states","OSS","2015","17473.9652501899"
"Pacific island small states","PSS","2024","8214.97072957755"
"Pacific island small states","PSS","2023","7855.01947624673"
"Pacific island small states","PSS","2022","7126.71049564329"
"Pacific island small states","PSS","2021","6080.31594064427"
"Pacific island small states","PSS","2020","6203.53382872083"
"Pacific island small states","PSS","2019","7113.06030002402"
"Pacific island small states","PSS","2018","7088.46007500322"
"Pacific island small states","PSS","2017","6952.33760062672"
"Pacific island small states","PSS","2016","6644.93201605185"
"Pacific island small states","PSS","2015","6500.08043964455"
"Post-demographic dividend","PST","2024","68080.5965373812"
"Post-demographic dividend","PST","2023","65676.3739080037"
"Post-demographic dividend","PST","2022","62328.1296216463"
"Post-demographic dividend","PST","2021","56311.677590959"
"Post-demographic dividend","PST","2020","51333.1436528979"
"Post-demographic dividend","PST","2019","52195.8106284057"
"Post-demographic dividend","PST","2018","49790.6584880267"
"Post-demographic dividend","PST","2017","47771.4500176349"
"Post-demographic dividend","PST","2016","45929.9497801863"
"Post-demographic dividend","PST","2015","44415.819568917"
"Pre-demographic dividend","PRE","2024","5268.74924891947"
"Pre-demographic dividend","PRE","2023","5102.90092713158"
"Pre-demographic dividend","PRE","2022","4931.92536323975"
"Pre-demographic dividend","PRE","2021","4514.39993561619"
"Pre-demographic dividend","PRE","2020","4216.2366285002"
"Pre-demographic dividend","PRE","2019","4348.62987760808"
"Pre-demographic dividend","PRE","2018","4170.34216110234"
"Pre-demographic dividend","PRE","2017","3981.68563263937"
"Pre-demographic dividend","PRE","2016","3889.73315518443"
"Pre-demographic dividend","PRE","2015","3910.59127783828"
"Small states","SST","2024","28616.3865765196"
"Small states","SST","2023","26417.7236995124"
"Small states","SST","2022","24378.8149401534"
"Small states","SST","2021","21232.112433676"
"Small states","SST","2020","19023.1751265913"
"Small states","SST","2019","20302.2363856486"
"Small states","SST","2018","19024.7767831139"
"Small states","SST","2017","18230.8054294439"
"Small states","SST","2016","17252.5942998582"
"Small states","SST","2015","16758.9037690348"
"South Asia","SAS","2024","10973.7101715805"
"South Asia","SAS","2023","10176.3547635823"
"South Asia","SAS","2022","9129.60173283172"
"South Asia","SAS","2021","8015.35674462811"
"South Asia","SAS","2020","6969.47212420255"
"South Asia","SAS","2019","7088.51662233303"
"South Asia","SAS","2018","6648.98749304948"
"South Asia","SAS","2017","6077.77622569788"
"South Asia","SAS","2016","5729.00062910874"
"South Asia","SAS","2015","5353.19695298079"
"South Asia (IDA & IBRD)","TSA","2024","10973.7101715804"
"South Asia (IDA & IBRD)","TSA","2023","10176.3547635823"
"South Asia (IDA & IBRD)","TSA","2022","9129.60173283172"
"South Asia (IDA & IBRD)","TSA","2021","8015.35674462811"
"South Asia (IDA & IBRD)","TSA","2020","6969.47212420255"
"South Asia (IDA & IBRD)","TSA","2019","7088.51662233303"
"South Asia (IDA & IBRD)","TSA","2018","6648.98749304948"
"South Asia (IDA & IBRD)","TSA","2017","6077.77622569788"
"South Asia (IDA & IBRD)","TSA","2016","5729.00062910874"
"South Asia (IDA & IBRD)","TSA","2015","5353.19695298079"
"Sub-Saharan Africa","SSF","2024","5517.42113558704"
"Sub-Saharan Africa","SSF","2023","5318.14347437487"
"Sub-Saharan Africa","SSF","2022","5118.32275787398"
"Sub-Saharan Africa","SSF","2021","4702.27887357733"
"Sub-Saharan Africa","SSF","2020","4401.05792292738"
"Sub-Saharan Africa","SSF","2019","4486.18083814728"
"Sub-Saharan Africa","SSF","2018","4316.46732978625"
"Sub-Saharan Africa","SSF","2017","4322.1778933681"
"Sub-Saharan Africa","SSF","2016","4177.22410682773"
"Sub-Saharan Africa","SSF","2015","4158.74204918891"
"Sub-Saharan Africa (excluding high income)","SSA","2024","5768.0270956302"
"Sub-Saharan Africa (excluding high income)","SSA","2023","5571.64191022976"
"Sub-Saharan Africa (excluding high income)","SSA","2022","5373.43713339074"
"Sub-Saharan Africa (excluding high income)","SSA","2021","4939.32531341474"
"Sub-Saharan Africa (excluding high income)","SSA","2020","4624.05352593911"
"Sub-Saharan Africa (excluding high income)","SSA","2019","4736.80278495079"
"Sub-Saharan Africa (excluding high income)","SSA","2018","4564.48327410809"
"Sub-Saharan Africa (excluding high income)","SSA","2017","4581.08357642506"
"Sub-Saharan Africa (excluding high income)","SSA","2016","4436.30418247698"
"Sub-Saharan Africa (excluding high income)","SSA","2015","4441.35730981853"
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","2024","5517.42113558704"
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","2023","5318.14347437486"
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","2022","5118.32275787398"
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","2021","4702.27887357733"
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","2020","4401.05792292738"
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","2019","4486.18083814728"
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","2018","4316.46732978625"
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","2017","4322.1778933681"
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","2016","4177.22410682773"
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","2015","4158.74204918891"
"World","WLD","2024","24526.0119989325"
"World","WLD","2023","23379.1732967639"
"World","WLD","2022","21985.2888100547"
"World","WLD","2021","19857.1360041616"
"World","WLD","2020","17911.4905983176"
"World","WLD","2019","18139.33276478"
"World","WLD","2018","17300.0026687715"
"World","WLD","2017","16435.1099509885"
"World","WLD","2016","15739.2238285183"
"World","WLD","2015","15284.7403275048"
"Afghanistan","AFG","2023","2201.72290691677"
"Afghanistan","AFG","2022","2122.99581512663"
"Afghanistan","AFG","2021","2144.16657002819"
"Afghanistan","AFG","2020","2561.98176058622"
"Afghanistan","AFG","2019","2583.48533239877"
"Afghanistan","AFG","2018","2432.27670083336"
"Afghanistan","AFG","2017","2335.79586234454"
"Afghanistan","AFG","2016","2213.1814410479"
"Afghanistan","AFG","2015","2284.07584789349"
"Albania","ALB","2024","26701.6749563776"
"Albania","ALB","2023","24822.3543089995"
"Albania","ALB","2022","22138.4182857345"
"Albania","ALB","2021","18212.8702466686"
"Albania","ALB","2020","16287.6097663649"
"Albania","ALB","2019","16442.1259393239"
"Albania","ALB","2018","15055.2807998752"
"Albania","ALB","2017","14110.683242211"
"Albania","ALB","2016","13055.8417473139"
"Albania","ALB","2015","12386.592266883"
"Algeria","DZA","2024","17620.7423956126"
"Algeria","DZA","2023","16824.4879034627"
"Algeria","DZA","2022","15836.0944370321"
"Algeria","DZA","2021","14496.8654697299"
"Algeria","DZA","2020","12676.5130564294"
"Algeria","DZA","2019","13892.5333446205"
"Algeria","DZA","2018","13727.1266357859"
"Algeria","DZA","2017","13493.560749484"
"Algeria","DZA","2016","13437.8460232169"
"Algeria","DZA","2015","13807.3515841478"
"Andorra","AND","2024","74939.4746038578"
"Andorra","AND","2023","71730.668682165"
"Andorra","AND","2022","68470.0759483848"
"Andorra","AND","2021","59332.2029100127"
"Andorra","AND","2020","52095.8414004627"
"Andorra","AND","2019","57475.0692842215"
"Andorra","AND","2018","55244.6554088177"
"Andorra","AND","2017","53084.8639640903"
"Andorra","AND","2016","53110.1426263211"
"Andorra","AND","2015","50733.2390011704"
"Angola","AGO","2024","10118.6089945408"
"Angola","AGO","2023","9753.60046763783"
"Angola","AGO","2022","9588.24129511188"
"Angola","AGO","2021","8862.28133314521"
"Angola","AGO","2020","7827.42804325818"
"Angola","AGO","2019","8572.87895610671"
"Angola","AGO","2018","8278.36886170469"
"Angola","AGO","2017","8006.83661497696"
"Angola","AGO","2016","7766.83787525546"
"Angola","AGO","2015","8067.48584683018"
"Antigua and Barbuda","ATG","2024","33386.1917127894"
"Antigua and Barbuda","ATG","2023","31601.7527146877"
"Antigua and Barbuda","ATG","2022","29933.8893698902"
"Antigua and Barbuda","ATG","2021","25745.4958067746"
"Antigua and Barbuda","ATG","2020","22370.0918693813"
"Antigua and Barbuda","ATG","2019","26550.589844733"
"Antigua and Barbuda","ATG","2018","24524.2137953887"
"Antigua and Barbuda","ATG","2017","21422.0021576627"
"Antigua and Barbuda","ATG","2016","21320.4375067809"
